index,Suburb,Rooms,Type,Price,Method,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,avg_dayly_price,avg_weekly_price,avg_montly_price
2195,Doncaster,3,h,900000.0,S,13.9,3108.0,3.0,2.0,385.0,,,Manningham,-37.7774,145.1205,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
2196,Doncaster,3,t,888000.0,S,13.9,3108.0,2.0,1.0,192.0,,,Manningham,-37.7942,145.1256,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
2197,Eaglemont,5,h,1901000.0,S,10.3,3084.0,2.0,2.0,963.0,225.0,1925.0,Banyule,-37.7674,145.0518,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2198,Eaglemont,4,h,1650000.0,VB,10.3,3084.0,3.0,2.0,724.0,327.0,1940.0,Banyule,-37.7594,145.0594,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2199,Eaglemont,3,h,1816000.0,S,10.3,3084.0,1.0,2.0,846.0,180.0,1955.0,Banyule,-37.7666,145.0591,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2200,Eaglemont,2,u,525000.0,S,10.3,3084.0,1.0,1.0,79.0,70.0,1970.0,Banyule,-37.7612,145.0663,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2201,Eaglemont,4,h,2050000.0,S,10.3,3084.0,3.0,2.0,723.0,290.0,1950.0,Banyule,-37.7615,145.0705,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2202,Eaglemont,5,h,1930000.0,S,10.3,3084.0,2.0,1.0,939.0,236.0,1930.0,Banyule,-37.7659,145.0585,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2203,Eaglemont,2,h,2850000.0,S,10.3,3084.0,1.0,1.0,1777.0,,,Banyule,-37.7676,145.0597,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2204,Eaglemont,4,h,2600000.0,VB,10.3,3084.0,2.0,3.0,871.0,322.0,1937.0,Banyule,-37.7612,145.0676,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2205,Eaglemont,2,u,600000.0,SP,10.3,3084.0,1.0,1.0,112.0,95.0,1970.0,Banyule,-37.7669,145.0521,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2206,Eaglemont,3,h,1601000.0,S,10.3,3084.0,1.0,1.0,872.0,136.0,1960.0,Banyule,-37.7618,145.0649,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2207,Eaglemont,3,h,1100000.0,VB,10.3,3084.0,2.0,1.0,555.0,300.0,1988.0,Banyule,-37.7585,145.0568,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2208,Eaglemont,4,h,2550000.0,VB,10.3,3084.0,2.0,2.0,1484.0,478.0,1970.0,Banyule,-37.769,145.0616,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2209,Eaglemont,3,u,1190000.0,S,10.3,3084.0,2.0,2.0,0.0,148.0,1975.0,Banyule,-37.7623,145.0569,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2210,Eaglemont,4,h,2012000.0,S,10.3,3084.0,3.0,2.0,597.0,245.0,1940.0,Banyule,-37.765,145.0646,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2211,Eaglemont,4,h,2309000.0,S,10.3,3084.0,3.0,2.0,1177.0,291.0,1960.0,Banyule,-37.7652,145.0687,Eastern Metropolitan,127.20833333333331,1128.75,2298.0
2212,Elsternwick,2,h,900000.0,VB,8.5,3185.0,1.0,2.0,239.0,110.0,1940.0,Glen Eira,-37.8845,144.999,Southern Metropolitan,154.1320754716981,826.1,3374.9
2213,Elsternwick,3,h,1625000.0,S,8.5,3185.0,2.0,2.0,447.0,181.0,1920.0,Glen Eira,-37.8912,145.0138,Southern Metropolitan,154.1320754716981,826.1,3374.9
2214,Elsternwick,2,h,906000.0,S,8.5,3185.0,1.0,1.0,221.0,,,Glen Eira,-37.8829,145.0129,Southern Metropolitan,154.1320754716981,826.1,3374.9
2215,Elsternwick,4,h,1100000.0,VB,8.5,3185.0,2.0,0.0,147.0,159.0,1910.0,Glen Eira,-37.8852,144.9997,Southern Metropolitan,154.1320754716981,826.1,3374.9
2216,Elsternwick,2,u,930000.0,S,8.5,3185.0,1.0,1.0,295.0,,,Glen Eira,-37.8904,145.013,Southern Metropolitan,154.1320754716981,826.1,3374.9
2217,Elsternwick,3,h,1755000.0,S,8.5,3185.0,2.0,1.0,391.0,173.0,1905.0,Glen Eira,-37.8885,145.0133,Southern Metropolitan,154.1320754716981,826.1,3374.9
2218,Elsternwick,4,h,1400000.0,SP,8.5,3185.0,1.0,1.0,489.0,150.0,1910.0,Glen Eira,-37.8916,145.0123,Southern Metropolitan,154.1320754716981,826.1,3374.9
2219,Elsternwick,3,u,1240000.0,S,8.5,3185.0,2.0,2.0,319.0,123.0,1990.0,Glen Eira,-37.8922,145.0112,Southern Metropolitan,154.1320754716981,826.1,3374.9
2220,Elsternwick,2,u,700000.0,S,8.5,3185.0,1.0,2.0,99.0,92.0,,Glen Eira,-37.8951,145.0085,Southern Metropolitan,154.1320754716981,826.1,3374.9
2221,Elsternwick,2,u,591000.0,S,8.5,3185.0,1.0,1.0,815.0,62.0,2008.0,Glen Eira,-37.8857,145.0136,Southern Metropolitan,154.1320754716981,826.1,3374.9
2222,Elsternwick,2,u,537000.0,S,8.5,3185.0,1.0,1.0,0.0,79.0,1970.0,Glen Eira,-37.8838,145.0095,Southern Metropolitan,154.1320754716981,826.1,3374.9
2223,Elsternwick,3,h,1805000.0,PI,8.5,3185.0,2.0,1.0,347.0,,,Glen Eira,-37.8833,145.0118,Southern Metropolitan,154.1320754716981,826.1,3374.9
2224,Elsternwick,3,h,800000.0,VB,8.5,3185.0,2.0,2.0,331.0,112.0,2010.0,Glen Eira,-37.8847,144.9992,Southern Metropolitan,154.1320754716981,826.1,3374.9
2225,Elsternwick,3,h,965000.0,PI,8.5,3185.0,1.0,2.0,275.0,119.0,1900.0,Glen Eira,-37.8859,144.9994,Southern Metropolitan,154.1320754716981,826.1,3374.9
2226,Elsternwick,2,h,1160000.0,SP,8.5,3185.0,2.0,2.0,155.0,137.0,2011.0,Glen Eira,-37.8887,145.0046,Southern Metropolitan,154.1320754716981,826.1,3374.9
2227,Elsternwick,3,t,820000.0,VB,8.5,3185.0,2.0,2.0,108.0,3.0,2002.0,Glen Eira,-37.8858,145.0012,Southern Metropolitan,154.1320754716981,826.1,3374.9
2229,Elsternwick,2,h,900000.0,VB,8.5,3185.0,1.0,1.0,198.0,,,Glen Eira,-37.8824,145.0133,Southern Metropolitan,154.1320754716981,826.1,3374.9
2230,Elsternwick,3,h,1390000.0,PI,8.5,3185.0,1.0,2.0,463.0,102.0,,Glen Eira,-37.8879,145.0134,Southern Metropolitan,154.1320754716981,826.1,3374.9
2231,Elsternwick,3,t,1071000.0,S,8.5,3185.0,2.0,2.0,179.0,125.0,2000.0,Glen Eira,-37.8961,145.0125,Southern Metropolitan,154.1320754716981,826.1,3374.9
2232,Elsternwick,3,h,1800000.0,S,8.5,3185.0,2.0,2.0,492.0,181.0,1905.0,Glen Eira,-37.8789,145.0048,Southern Metropolitan,154.1320754716981,826.1,3374.9
2233,Elsternwick,3,h,2345000.0,S,8.5,3185.0,2.0,1.0,419.0,204.0,1908.0,Glen Eira,-37.8817,145.0126,Southern Metropolitan,154.1320754716981,826.1,3374.9
2234,Elsternwick,2,u,741000.0,S,8.5,3185.0,1.0,1.0,0.0,1561.0,1966.0,Glen Eira,-37.8829,145.0033,Southern Metropolitan,154.1320754716981,826.1,3374.9
2235,Elsternwick,2,u,626000.0,S,8.5,3185.0,1.0,1.0,1764.0,100.0,1930.0,Glen Eira,-37.8889,145.0043,Southern Metropolitan,154.1320754716981,826.1,3374.9
2236,Elsternwick,3,h,2160000.0,S,8.5,3185.0,1.0,1.0,590.0,185.0,,Glen Eira,-37.8807,145.0005,Southern Metropolitan,154.1320754716981,826.1,3374.9
2237,Elsternwick,4,h,3000000.0,S,8.5,3185.0,2.0,2.0,661.0,204.0,,Glen Eira,-37.8844,145.0117,Southern Metropolitan,154.1320754716981,826.1,3374.9
2238,Elsternwick,3,h,1500000.0,VB,8.5,3185.0,2.0,0.0,195.0,,,Glen Eira,-37.8831,145.0127,Southern Metropolitan,154.1320754716981,826.1,3374.9
2239,Elsternwick,4,h,1650000.0,PI,8.5,3185.0,3.0,2.0,386.0,185.0,1913.0,Glen Eira,-37.883,144.999,Southern Metropolitan,154.1320754716981,826.1,3374.9
2240,Elsternwick,3,t,850000.0,PI,8.5,3185.0,2.0,2.0,108.0,142.0,2000.0,Glen Eira,-37.8861,145.0014,Southern Metropolitan,154.1320754716981,826.1,3374.9
2241,Elsternwick,3,h,1750000.0,VB,8.5,3185.0,2.0,2.0,517.0,207.0,1900.0,Glen Eira,-37.8813,145.0063,Southern Metropolitan,154.1320754716981,826.1,3374.9
2242,Elsternwick,3,h,1450000.0,S,8.5,3185.0,1.0,2.0,351.0,108.0,1915.0,Glen Eira,-37.8832,145.0133,Southern Metropolitan,154.1320754716981,826.1,3374.9
2243,Elsternwick,4,h,2806000.0,S,8.5,3185.0,3.0,2.0,669.0,255.0,1930.0,Glen Eira,-37.8871,145.0081,Southern Metropolitan,154.1320754716981,826.1,3374.9
2244,Elsternwick,3,u,782000.0,S,8.5,3185.0,1.0,1.0,0.0,95.0,1970.0,Glen Eira,-37.8921,145.0106,Southern Metropolitan,154.1320754716981,826.1,3374.9
2245,Elsternwick,4,h,1007000.0,S,8.5,3185.0,2.0,2.0,125.0,200.0,2000.0,Glen Eira,-37.8855,145.001,Southern Metropolitan,154.1320754716981,826.1,3374.9
2246,Elsternwick,4,h,1450000.0,PI,8.5,3185.0,2.0,2.0,376.0,192.0,1917.0,Glen Eira,-37.892,145.00799999999995,Southern Metropolitan,154.1320754716981,826.1,3374.9
2247,Elsternwick,2,u,500000.0,S,8.5,3185.0,1.0,1.0,0.0,59.0,2006.0,Glen Eira,-37.8822,144.9994,Southern Metropolitan,154.1320754716981,826.1,3374.9
2249,Elsternwick,2,h,895000.0,S,8.5,3185.0,1.0,1.0,147.0,81.0,1915.0,Glen Eira,-37.8849,144.9993,Southern Metropolitan,154.1320754716981,826.1,3374.9
2250,Elsternwick,2,t,751000.0,S,8.5,3185.0,2.0,1.0,0.0,,,Glen Eira,-37.8868,145.0,Southern Metropolitan,154.1320754716981,826.1,3374.9
2251,Elsternwick,4,h,2050000.0,PI,8.5,3185.0,3.0,2.0,420.0,270.0,2016.0,Glen Eira,-37.8891,145.0102,Southern Metropolitan,154.1320754716981,826.1,3374.9
2253,Elsternwick,2,u,410000.0,VB,8.5,3185.0,0.0,0.0,0.0,,,Glen Eira,-37.8863,144.9996,Southern Metropolitan,154.1320754716981,826.1,3374.9
2254,Elsternwick,2,u,577000.0,S,8.5,3185.0,1.0,0.0,0.0,,,Glen Eira,-37.8889,145.0043,Southern Metropolitan,154.1320754716981,826.1,3374.9
2255,Elwood,1,u,520000.0,S,7.7,3184.0,1.0,1.0,0.0,51.0,1930.0,Port Phillip,-37.8761,144.9871,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2256,Elwood,3,t,1350000.0,S,7.7,3184.0,2.0,2.0,1170.0,,,Port Phillip,-37.8831,144.9801,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2257,Elwood,1,u,392500.0,SP,7.7,3184.0,1.0,0.0,0.0,,,Port Phillip,-37.882,144.9785,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2258,Elwood,2,u,507000.0,S,7.7,3184.0,1.0,1.0,0.0,79.0,1970.0,Port Phillip,-37.8752,144.9911,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2259,Elwood,2,u,525000.0,S,7.7,3184.0,1.0,1.0,553.0,83.0,1960.0,Port Phillip,-37.8802,144.9942,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2260,Elwood,3,h,2116000.0,S,7.7,3184.0,1.0,2.0,463.0,,,Port Phillip,-37.8787,144.985,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2261,Elwood,2,u,750000.0,S,7.7,3184.0,1.0,1.0,0.0,71.0,1930.0,Port Phillip,-37.8791,144.9923,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2262,Elwood,1,u,510000.0,S,7.7,3184.0,1.0,1.0,0.0,60.0,2001.0,Port Phillip,-37.8857,144.9884,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2263,Elwood,2,u,599999.0,S,7.7,3184.0,1.0,0.0,0.0,,,Port Phillip,-37.8808,144.9847,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2264,Elwood,1,u,300000.0,S,7.7,3184.0,1.0,0.0,0.0,33.0,1930.0,Port Phillip,-37.8749,144.9842,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2265,Elwood,3,t,1395000.0,S,7.7,3184.0,2.0,1.0,400.0,126.0,1996.0,Port Phillip,-37.8829,144.9797,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2266,Elwood,2,u,855000.0,S,7.7,3184.0,1.0,1.0,1966.0,85.0,1960.0,Port Phillip,-37.8725,144.9848,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2267,Elwood,2,u,1050000.0,VB,7.7,3184.0,2.0,2.0,2381.0,,2009.0,Port Phillip,-37.8831,144.9841,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2268,Elwood,2,u,955000.0,S,7.7,3184.0,1.0,1.0,2925.0,,,Port Phillip,-37.8867,144.9836,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2269,Elwood,2,u,680000.0,PI,7.7,3184.0,1.0,1.0,510.0,,,Port Phillip,-37.881,144.9837,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2270,Elwood,3,h,1911000.0,S,7.7,3184.0,1.0,2.0,327.0,,1900.0,Port Phillip,-37.8846,144.9879,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2271,Elwood,2,u,790000.0,S,7.7,3184.0,1.0,2.0,0.0,85.0,1940.0,Port Phillip,-37.8794,144.9938,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2272,Elwood,2,u,550000.0,S,7.7,3184.0,1.0,1.0,0.0,68.0,1960.0,Port Phillip,-37.8839,144.9855,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2273,Elwood,1,u,357000.0,S,7.7,3184.0,1.0,1.0,0.0,50.0,1965.0,Port Phillip,-37.8785,144.9885,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2274,Elwood,2,u,685000.0,PI,7.7,3184.0,1.0,1.0,0.0,,,Port Phillip,-37.8818,144.9918,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2276,Elwood,2,u,825000.0,S,7.7,3184.0,1.0,2.0,0.0,86.0,1930.0,Port Phillip,-37.874,144.9819,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2277,Elwood,3,h,1050000.0,VB,7.7,3184.0,1.0,0.0,257.0,138.0,1920.0,Port Phillip,-37.881,144.9841,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2278,Elwood,2,u,632000.0,PI,7.7,3184.0,1.0,1.0,0.0,54.0,1970.0,Port Phillip,-37.8831,144.9855,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2279,Elwood,2,u,582500.0,S,7.7,3184.0,1.0,1.0,0.0,,,Port Phillip,-37.885,144.991,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2280,Elwood,1,u,485000.0,S,7.7,3184.0,1.0,1.0,0.0,43.0,1970.0,Port Phillip,-37.8831,144.9918,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2281,Elwood,2,u,660000.0,VB,7.7,3184.0,2.0,1.0,317.0,,,Port Phillip,-37.8815,144.9903,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2282,Elwood,2,u,575000.0,PI,7.7,3184.0,1.0,0.0,483.0,57.0,1950.0,Port Phillip,-37.874,144.9835,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2283,Elwood,2,u,590000.0,PI,7.7,3184.0,1.0,1.0,0.0,77.0,1970.0,Port Phillip,-37.8757,144.9853,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2284,Elwood,3,h,1238000.0,S,7.7,3184.0,2.0,1.0,116.0,119.0,1996.0,Port Phillip,-37.8789,144.9836,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2285,Elwood,2,u,640000.0,S,7.7,3184.0,1.0,1.0,626.0,,,Port Phillip,-37.8791,144.9923,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2286,Elwood,2,u,510000.0,PI,7.7,3184.0,1.0,1.0,0.0,62.0,1950.0,Glen Eira,-37.8831,144.9896,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2287,Elwood,2,u,717000.0,S,7.7,3184.0,1.0,1.0,0.0,,1950.0,Port Phillip,-37.8758,144.9874,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2288,Elwood,4,h,1875000.0,S,7.7,3184.0,2.0,0.0,223.0,173.0,1910.0,Port Phillip,-37.882,144.993,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2289,Elwood,2,h,1180000.0,S,7.7,3184.0,1.0,0.0,249.0,,,Port Phillip,-37.8778,144.9866,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2290,Elwood,3,u,780000.0,S,7.7,3184.0,1.0,1.0,0.0,100.0,1960.0,Port Phillip,-37.8726,144.9846,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2291,Elwood,3,h,878500.0,S,7.7,3184.0,2.0,1.0,75.0,122.0,2002.0,Port Phillip,-37.8843,144.9917,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2292,Elwood,3,h,3572000.0,S,7.7,3184.0,2.0,6.0,737.0,207.0,1915.0,Port Phillip,-37.8839,144.9831,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2293,Elwood,2,u,1015000.0,S,7.7,3184.0,1.0,2.0,0.0,,2003.0,Port Phillip,-37.8844,144.9855,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2294,Elwood,3,t,940000.0,S,7.7,3184.0,1.0,1.0,0.0,,,Port Phillip,-37.8808,144.9893,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2295,Elwood,2,u,630000.0,S,7.7,3184.0,1.0,1.0,0.0,,1960.0,Port Phillip,-37.8828,144.9897,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2296,Elwood,3,h,1700000.0,S,7.7,3184.0,2.0,2.0,316.0,,1910.0,Port Phillip,-37.875,144.9813,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2297,Elwood,2,u,686000.0,S,7.7,3184.0,1.0,1.0,1622.0,,1970.0,Port Phillip,-37.8716,144.9869,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2298,Elwood,2,u,560000.0,PI,7.7,3184.0,1.0,0.0,0.0,70.0,1930.0,Port Phillip,-37.8751,144.987,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2299,Elwood,2,u,765000.0,S,7.7,3184.0,1.0,0.0,0.0,88.0,1940.0,Port Phillip,-37.8809,144.9833,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2300,Elwood,2,u,670000.0,S,7.7,3184.0,2.0,1.0,0.0,84.0,1970.0,Port Phillip,-37.883,144.9916,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2301,Elwood,3,h,1625000.0,S,7.7,3184.0,2.0,1.0,246.0,133.0,1950.0,Port Phillip,-37.8861,144.9877,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2302,Elwood,2,u,1122000.0,SP,7.7,3184.0,2.0,1.0,0.0,104.0,1923.0,Port Phillip,-37.8744,144.9888,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2303,Elwood,2,u,559000.0,PI,7.7,3184.0,1.0,1.0,1307.0,,1960.0,Port Phillip,-37.8838,144.9853,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2304,Elwood,1,u,369000.0,S,7.7,3184.0,1.0,1.0,1547.0,,1970.0,Port Phillip,-37.8749,144.9903,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2305,Elwood,2,u,525500.0,SP,7.7,3184.0,1.0,1.0,0.0,,,Port Phillip,-37.8749,144.9799,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2306,Elwood,4,h,2400000.0,PI,7.7,3184.0,2.0,2.0,560.0,185.0,1920.0,Port Phillip,-37.8822,144.9913,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2307,Elwood,2,u,655000.0,PI,7.7,3184.0,1.0,1.0,0.0,70.0,1965.0,Port Phillip,-37.8902,144.9907,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2308,Elwood,2,u,684000.0,SP,7.7,3184.0,1.0,0.0,0.0,98.0,1930.0,Port Phillip,-37.875,144.991,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2309,Elwood,1,u,451000.0,S,7.7,3184.0,1.0,1.0,0.0,,1970.0,Port Phillip,-37.8895,144.9902,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2310,Elwood,2,u,500000.0,VB,7.7,3184.0,1.0,1.0,0.0,63.0,1970.0,Port Phillip,-37.8761,144.9821,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2311,Elwood,2,u,680000.0,SP,7.7,3184.0,1.0,1.0,0.0,67.0,1930.0,Port Phillip,-37.8811,144.9797,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2312,Elwood,2,u,600000.0,S,7.7,3184.0,1.0,1.0,0.0,75.0,1960.0,Port Phillip,-37.8715,144.9873,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2313,Elwood,1,u,370000.0,PI,7.7,3184.0,1.0,1.0,0.0,51.0,1960.0,Port Phillip,-37.8767,144.9849,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2314,Elwood,2,u,612000.0,S,7.7,3184.0,1.0,1.0,0.0,,,Port Phillip,-37.8861,144.9863,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2315,Elwood,3,h,1561000.0,S,7.7,3184.0,2.0,0.0,218.0,,,Port Phillip,-37.8758,144.9798,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2316,Elwood,1,u,390000.0,VB,7.7,3184.0,1.0,1.0,644.0,47.0,1960.0,Port Phillip,-37.8798,144.994,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2317,Elwood,1,u,313000.0,S,7.7,3184.0,1.0,1.0,0.0,,,Port Phillip,-37.8766,144.991,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2318,Elwood,2,u,630000.0,PI,7.7,3184.0,1.0,1.0,0.0,70.0,1935.0,Port Phillip,-37.8817,144.984,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2319,Elwood,3,h,1675000.0,S,7.7,3184.0,1.0,1.0,345.0,,,Port Phillip,-37.8865,144.9891,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2320,Elwood,1,u,470000.0,SP,7.7,3184.0,1.0,1.0,900.0,,,Port Phillip,-37.8839,144.9848,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2321,Elwood,2,u,640000.0,S,7.7,3184.0,1.0,0.0,0.0,80.0,1940.0,Port Phillip,-37.8757,144.987,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2322,Elwood,2,u,932000.0,S,7.7,3184.0,2.0,1.0,799.0,110.0,2012.0,Port Phillip,-37.8818,144.9918,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2323,Elwood,2,u,645000.0,S,7.7,3184.0,1.0,1.0,0.0,75.0,1975.0,Port Phillip,-37.8842,144.9829,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2324,Elwood,1,u,347000.0,S,7.7,3184.0,1.0,1.0,0.0,37.0,1970.0,Port Phillip,-37.8839,144.9903,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2325,Elwood,2,u,875000.0,SP,7.7,3184.0,1.0,1.0,0.0,83.0,1930.0,Port Phillip,-37.8725,144.9854,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2326,Elwood,2,u,582500.0,SP,7.7,3184.0,1.0,1.0,0.0,65.0,1970.0,Port Phillip,-37.8895,144.9902,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2327,Elwood,2,u,570000.0,S,7.7,3184.0,1.0,1.0,0.0,50.0,1940.0,Port Phillip,-37.8831,144.9855,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2328,Elwood,4,h,1875000.0,VB,7.7,3184.0,3.0,0.0,235.0,211.0,2005.0,Port Phillip,-37.8775,144.9808,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2329,Elwood,1,u,326000.0,VB,7.7,3184.0,1.0,1.0,0.0,,,Port Phillip,-37.8768,144.9905,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2330,Elwood,1,u,340000.0,SP,7.7,3184.0,1.0,1.0,0.0,42.0,1970.0,Port Phillip,-37.8784,144.9864,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2331,Elwood,4,h,2200000.0,PI,7.7,3184.0,3.0,2.0,348.0,218.0,1900.0,Port Phillip,-37.8748,144.9778,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2332,Elwood,2,u,687500.0,S,7.7,3184.0,1.0,1.0,0.0,69.0,1930.0,Port Phillip,-37.8828,144.9899,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2333,Elwood,2,u,680000.0,PI,7.7,3184.0,1.0,1.0,0.0,,1960.0,Port Phillip,-37.8753,144.9902,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2334,Elwood,2,u,730000.0,S,7.7,3184.0,1.0,1.0,0.0,85.0,1940.0,Port Phillip,-37.874,144.9903,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2335,Elwood,2,u,526000.0,S,7.7,3184.0,1.0,0.0,0.0,47.0,1930.0,Port Phillip,-37.8809,144.9947,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2336,Elwood,3,t,920000.0,PI,7.7,3184.0,2.0,2.0,758.0,18.0,2010.0,Port Phillip,-37.8768,144.9845,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2337,Elwood,3,h,1830000.0,S,7.7,3184.0,2.0,2.0,374.0,162.0,1925.0,Port Phillip,-37.8747,144.987,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2338,Elwood,2,u,572500.0,PI,7.7,3184.0,2.0,1.0,1307.0,,1960.0,Port Phillip,-37.8838,144.9853,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
2339,Elwood,3,h,1925000.0,VB,7.7,3184.0,1.0,1.0,393.0,,1923.0,Port Phillip,-37.8835,144.9873,Southern Metropolitan,147.45373134328358,1099.962962962963,3581.2727272727275
